Computer Name,IP Address,Operating System,Provider Type,Count
CMRUCT21023.sabc.cm,"fe80::9c57:8f21:61a7:696b
10.102.34.85",Windows 10 Entreprise,Tanium Client,1
CMRUCT22064.sabc.cm,"fe80::d535:3ce9:aa83:3396
10.97.224.56",Windows 10 Entreprise,Tanium Client,1
CMRUCT23029.sabc.cm,"fe80::9f2a:4f83:5962:8f48
10.97.224.55",Windows 11 Entreprise,Tanium Client,1
CMRLPT21153.sabc.cm,"fe80::430b:1185:4995:a73c
10.97.225.15",Windows 10 Entreprise,Tanium Client,1
CMRLPT25004.sabc.cm,"fe80::5b9d:c615:53aa:c30a
10.100.0.70",Windows 10 Entreprise,Tanium Client,1
CMRLPT21050.sabc.cm,"fe80::2f2:1267:e52f:c231
10.99.77.166",Windows 10 Entreprise,Tanium Client,1
CMRLPT21144.sabc.cm,"fe80::6a15:dabd:c17:393d
10.100.5.70",Windows 10 Entreprise,Tanium Client,1
CMRUCT23201.sabc.cm,"fe80::b1de:add9:bd63:142e
10.102.2.36",Windows 10 Entreprise,Tanium Client,1
CMRUCT24159.sabc.cm,"fe80::292a:2a4:ecf1:9951
fe80::4b3d:1b8:d3e7:71b0
169.254.60.221
10.96.113.38",Windows 10 Entreprise,Tanium Client,1
CMRUCT21109.sabc.cm,"fe80::6003:8882:c6fb:504e
10.102.2.67",Windows 10 Entreprise,Tanium Client,1
CMRUCT23322.sabc.cm,"fe80::ea32:b588:b01:b16d
10.97.7.160",Windows 10 Professionnel,Tanium Client,1
CMRUCT23195.sabc.cm,"fe80::e952:c2ce:192:742b
10.102.112.6",Windows 11 Entreprise,Tanium Client,1
CMRLPT23107.sabc.cm,"fe80::93df:df90:7542:df6a
10.97.225.207",Windows 10 Entreprise,Tanium Client,1
cmruct23092.sabc.cm,"fe80::5626:cc04:74d5:149f
10.96.60.7",Windows 10 Entreprise,Tanium Client,1
CMRLPT22006.sabc.cm,"fe80::1b5b:f3d7:c076:5a00
10.99.77.168",Windows 11 Entreprise,Tanium Client,1
CMRUCT23103.sabc.cm,"fe80::f9a6:2e7e:a7b4:898c
10.99.2.17",Windows 10 Entreprise,Tanium Client,1
CMRLPT22127.sabc.cm,"fe80::7190:7e13:74e3:9f98
10.100.0.151",Windows 10 Entreprise,Tanium Client,1
VEEAMSERVERNDOK.sabc.cm,"fe80::8208:5881:ad82:9de9
10.96.7.191",Windows Server 2019 Standard,Tanium Client,1
CMRLPT23297.sabc.cm,"fe80::50df:294:3144:a7fb
10.97.225.78",Windows 10 Entreprise,Tanium Client,1
CMRUCT20058.sabc.cm,"fe80::e0c1:123:6353:2df8
10.97.224.26",Windows 10 Entreprise,Tanium Client,1
CMRUCT24104.sabc.cm,"fe80::d386:3558:c4c7:a6e7
10.102.9.176",Windows 10 Entreprise,Tanium Client,1
CMRLPT22078.sabc.cm,"fe80::e83c:c852:21f:ec9a
10.102.8.72",Windows 10 Entreprise,Tanium Client,1
CMRUCT25098.sabc.cm,"fe80::54c7:b5:d78e:6494
10.97.92.25",Windows 10 Entreprise,Tanium Client,1
CMRLPT22158.sabc.cm,"fe80::382:82c7:82d:4892
10.102.8.111",Windows 10 Entreprise,Tanium Client,1
CMRLPT23249.sabc.cm,"fe80::ad6e:f945:91dd:ed6f
10.97.225.173",Windows 11 Entreprise,Tanium Client,1
SABCBUG101.sabc.cm,"fe80::2423:f550:27f9:445e
10.100.1.49",Windows Server 2016 Standard,Tanium Client,1
CMRLPT24131.sabc.cm,"fe80::47eb:c4cd:7fd:aa57
10.102.8.60",Windows 10 Entreprise,Tanium Client,1
CMRUCT21091.sabc.cm,"fe80::9e59:d9c4:ab5c:91cb
10.102.2.138",Windows 10 Entreprise,Tanium Client,1
CMRLPT23018.sabc.cm,"fe80::b21e:435e:b7de:e80e
10.100.0.160",Windows 11 Entreprise,Tanium Client,1
CMRUCT23183.sabc.cm,"fe80::3fc3:371f:9fc1:5f4
10.102.34.27",Windows 10 Entreprise,Tanium Client,1
CMRLPT24154.sabc.cm,"fe80::cee1:9e7:e95c:25a2
10.102.8.102",Windows 10 Entreprise,Tanium Client,1
CMRLPT21059.sabc.cm,"fe80::bc09:6ed5:e446:c03d
10.100.4.1",Windows 11 Entreprise,Tanium Client,1
CMRLPT19157.sabc.cm,"fe80::ea9d:2add:be30:b65d
10.99.0.24",Windows 10 Entreprise,Tanium Client,1
CMRLPT23295.sabc.cm,"fe80::1136:2ee9:2485:d363
10.97.224.11",Windows 10 Entreprise,Tanium Client,1
SABCRADI101.sabc.cm,"fe80::a674:b43:63f5:dd58
10.100.1.70",Windows Server 2019 Standard,Tanium Client,1
CMRUCT21084.sabc.cm,"fe80::7f98:f2e5:380c:d3c7
10.96.160.10",Windows 10 Professionnel,Tanium Client,1
CMRUCT20020.sabc.cm,"fe80::1a15:6203:34ef:c3b6
10.99.2.33",Windows 10 Entreprise,Tanium Client,1
CMRLPT24120.sabc.cm,"fe80::9c84:6d43:ed21:9b6a
fe80::c049:adbf:2904:9092
10.102.2.25
10.102.8.40",Windows 10 Entreprise,Tanium Client,1
SABCCACC101.sabc.cm,"fe80::70f5:f2d5:ba6a:4317
10.100.1.235",Windows Server 2019 Standard,Tanium Client,1
CMRLPT23060.sabc.cm,"fe80::85a1:7261:2019:9ad6
10.102.34.30",Windows 10 Entreprise,Tanium Client,1
CMRLPT24065.sabc.cm,"fe80::2c06:b55f:8b7d:4ad
10.98.0.36",Windows 10 Entreprise,Tanium Client,1
CMRLPT23063.sabc.cm,"fe80::3420:575a:d70a:2b19
10.96.113.6",Windows 10 Entreprise,Tanium Client,1
CMRUCT20004.sabc.cm,"fe80::c84:998b:36c8:9473
10.99.2.78",Windows 10 Entreprise,Tanium Client,1
CMRUCT23301.sabc.cm,"fe80::87db:2bf6:3d46:ce5c
10.97.225.9",Windows 10 Entreprise,Tanium Client,1
BALIDOMC004.sabc.cm,"::1
10.100.1.26",Windows Server 2019 Standard,Tanium Client,1
CMRLPT23234.sabc.cm,"fe80::5f8d:cd5e:cd91:8f05
10.102.8.170",Windows 10 Professionnel,Tanium Client,1
CMRLPT21034.sabc.cm,"fe80::7802:acb5:32c6:70b8
10.102.2.112",Windows 10 Entreprise,Tanium Client,1
CMRUCT21017.sabc.cm,"fe80::69d3:5dd:ef74:9fd2
10.100.0.42",Windows 11 Entreprise,Tanium Client,1
SOUAPDDK101.sabc.cm,"fe80::46ba:817e:930f:de7
10.99.77.137",Windows Server 2019 Standard,Tanium Client,1
CMRUCT22024.sabc.cm,"fe80::20f8:4159:1209:6b96
10.96.70.66",Windows 10 Entreprise,Tanium Client,1
CMRUCT23177.sabc.cm,"fe80::e97c:23af:e34c:a8a4
10.96.70.92",Windows 10 Entreprise,Tanium Client,1
CMRLPT20075.sabc.cm,"::1
127.0.0.1",Windows 10 Professionnel,Tanium Client,1
CMRLPT23072.sabc.cm,"fe80::22a3:4007:1c0f:2a96
10.102.33.195",Windows 10 Entreprise,Tanium Client,1
CMRLPT22178.sabc.cm,"fe80::8636:7ad9:6851:d1a1
172.17.202.115",Windows 10 Entreprise,Tanium Client,1
CMRLPT23155.sabc.cm,"fe80::1136:f173:51e2:8a4f
10.97.225.98",Windows 10 Entreprise,Tanium Client,1
CMRLPT20078.sabc.cm,"fe80::464a:73c4:815c:65a5
192.168.56.160",Windows 10 Entreprise,Tanium Client,1
CMRUCT22025.sabc.cm,"fe80::7b95:d9e0:9d8e:f5a7
10.96.2.64",Windows 10 Entreprise,Tanium Client,1
CMRLPT20004.sabc.cm,"fe80::ae88:b58b:7c37:ab20
10.100.0.83",Windows 10 Entreprise,Tanium Client,1
CMRLPT21142.sabc.cm,"fe80::8d5a:f6a0:395b:23a8
10.55.32.33",Windows 10 Entreprise,Tanium Client,1
MESCONDNDOKO.sabc.cm,"fe80::718b:f049:54e8:6c91
fe80::446:2e9c:2a55:8883
10.96.7.146
10.253.110.40",Windows Server 2019 Standard,Tanium Client,1
cmruct23040.sabc.cm,"fe80::2b9b:cd2a:1649:f37a
10.96.2.93",Windows 10 Entreprise,Tanium Client,1
CMRLPT19001.sabc.cm,"fe80::1162:8840:a1c:2db2
10.100.0.202",Windows 10 Entreprise,Tanium Client,1
CMRUCT23236.sabc.cm,"fe80::a98a:4fbf:3df8:5afb
10.96.70.106",Windows 10 Entreprise,Tanium Client,1
CMRLPT23209.sabc.cm,"fe80::47ee:a310:68d3:f106
10.102.8.22",Windows 10 Entreprise,Tanium Client,1
CMRLPT19264.sabc.cm,"fe80::8c7f:d9a6:2e6d:b3e
10.102.8.116",Windows 10 Entreprise,Tanium Client,1
SABCBPC101.sabc.cm,"fe80::fcb4:6d1f:9d2b:187a
10.100.1.104",Windows Server 2016 Standard,Tanium Client,1
CMRUCT25036.sabc.cm,"fe80::98ba:41fc:1b3c:6b0b
10.100.5.116",Windows 10 Entreprise,Tanium Client,1
CMRLPT22133.sabc.cm,"fe80::4a72:ef73:5831:1974
10.97.225.85",Windows 10 Entreprise,Tanium Client,1
CMRUCT22038.sabc.cm,"fe80::6bee:ce2:be45:c211
10.97.224.188",Windows 10 Entreprise,Tanium Client,1
CMRUCT20080.sabc.cm,"fe80::b192:da50:dd3f:b4a0
10.98.2.49",Windows 10 Entreprise,Tanium Client,1
CMRLPT24128.sabc.cm,"fe80::f857:ce70:6952:cae0
10.102.8.37",Windows 10 Entreprise,Tanium Client,1
CMRUCT23170.sabc.cm,"fe80::6d9:25a5:f55e:e647
10.239.142.1",Windows 10 Entreprise,Tanium Client,1
CMRLPT23141.sabc.cm,"fe80::be63:1788:335c:d005
fe80::b0cc:2f7b:57a2:4dcb
10.99.2.83
10.99.0.9",Windows 10 Entreprise,Tanium Client,1
CMRLPT19249.sabc.cm,"fe80::c84:f730:5bd8:c486
10.167.249.222",Windows 10 Entreprise,Tanium Client,1
YAOUDOMC002.sabc.cm,"::1
10.97.240.40",Windows Server 2019 Standard,Tanium Client,1
CMRLPT24119.sabc.cm,"fe80::2b53:a12a:1cb6:e8fc
10.102.8.68",Windows 10 Entreprise,Tanium Client,1
CMRUCT21106.sabc.cm,"fe80::dee5:a146:275a:7f92
10.102.2.25",Windows 10 Entreprise,Tanium Client,1
CMRLPT23110.sabc.cm,"fe80::a229:433f:4f10:5e6b
10.96.70.98",Windows 10 Entreprise,Tanium Client,1
CMRUCT24105.sabc.cm,"fe80::7940:bde6:3a21:7e9a
10.96.36.18",Windows 10 Entreprise,Tanium Client,1
CMRLPT24051.sabc.cm,"fe80::b729:9634:25b3:84ee
10.102.8.53",Windows 10 Entreprise,Tanium Client,1
CMRLPT21106.sabc.cm,"::1
127.0.0.1",Windows 10 Entreprise,Tanium Client,1
CMRUCT24052.sabc.cm,"fe80::cfc5:f987:e811:2240
10.97.224.29",Windows 10 Entreprise,Tanium Client,1
CMRLPT23226.sabc.cm,"fe80::ea81:f704:3feb:fca4
10.100.0.102",Windows 10 Professionnel,Tanium Client,1
CMRUCT24061.sabc.cm,"fe80::a266:6612:3de1:45e8
10.97.224.189",Windows 10 Entreprise,Tanium Client,1
CMRUCT19068.sabc.cm,"fe80::73a2:1c9c:dd09:3edd
10.102.2.34",Windows 10 Entreprise,Tanium Client,1
CMRUCT23166.sabc.cm,"fe80::7c55:2d7:351c:29e1
10.102.34.79",Windows 10 Entreprise,Tanium Client,1
CMRLPT20045.sabc.cm,"fe80::1c22:c902:305a:bc1b
10.100.0.119",Windows 10 Entreprise,Tanium Client,1
CMRLPT25047.sabc.cm,"fe80::33c8:5ded:c4b0:7d02
10.96.0.67",Windows 11 Entreprise,Tanium Client,1
CMRLPT23181.sabc.cm,"fe80::d36e:264b:c629:59ca
10.149.231.173",Windows 10 Entreprise,Tanium Client,1
CMRUCT19151.sabc.cm,"fe80::f331:82a:3d14:7280
10.96.70.93",Windows 10 Entreprise,Tanium Client,1
CMRLPT23120.sabc.cm,"fe80::4d58:d1b7:fa3f:2fa6
10.98.0.52",Windows 10 Entreprise,Tanium Client,1
CMRLPT23248.sabc.cm,"fe80::43ee:9453:72e:80f1
10.97.224.1",Windows 10 Entreprise,Tanium Client,1
CMRUCT22085.sabc.cm,"fe80::d66d:a220:fbde:876c
10.96.120.10",Windows 11 Entreprise,Tanium Client,1
CMRUCT24114.sabc.cm,"fe80::f296:ee39:c7e2:3d0f
10.102.9.144",Windows 10 Entreprise,Tanium Client,1
CMRLPT23284.sabc.cm,"fe80::39d1:2648:5a3c:2bcb
192.168.1.165",Windows 10 Entreprise,Tanium Client,1
CMRUCT22089.sabc.cm,"fe80::2406:b175:2191:6b6
10.96.2.34",Windows 10 Entreprise,Tanium Client,1
CMRLPT25041.sabc.cm,"fe80::64bc:1aab:32a0:81e2
10.98.0.11",Windows 10 Entreprise,Tanium Client,1
CMRUCT22126.sabc.cm,"fe80::753a:25b6:925d:fffd
10.102.112.15",Windows 10 Entreprise,Tanium Client,1
CMRUCT21078.sabc.cm,"fe80::d2dd:190e:1034:1f1f
10.97.225.5",Windows 10 Entreprise,Tanium Client,1
CMRLPT24160.sabc.cm,"fe80::67c7:56af:597b:e160
10.102.8.58",Windows 10 Entreprise,Tanium Client,1
CMRLPT23129.sabc.cm,"fe80::d171:d19d:a4af:a53a
10.97.225.27",Windows 10 Entreprise,Tanium Client,1
CMRLPT22155.sabc.cm,"fe80::1228:8133:94a1:1f92
10.96.75.18",Windows 10 Entreprise,Tanium Client,1
CMRLPT21149.sabc.cm,"fe80::8b7c:fc8a:cea7:c304
10.97.225.10",Windows 10 Entreprise,Tanium Client,1
cmruct22110.sabc.cm,"fe80::7ed3:7cf3:7835:8815
10.96.2.124",Windows 10 Entreprise,Tanium Client,1
CMRUCT22102.sabc.cm,"fe80::5fdc:a973:12d4:d888
10.102.8.167",Windows 10 Entreprise,Tanium Client,1
CMRLPT23175.sabc.cm,"fe80::8006:974e:250f:4bec
10.98.2.13",Windows 11 Entreprise,Tanium Client,1
CMRLPT22104.sabc.cm,"fe80::94:9fdd:c1b1:ea2c
10.100.0.87",Windows 10 Entreprise,Tanium Client,1
CMRLPT23275.sabc.cm,"fe80::7f83:aaf:5c52:d4e3
10.97.52.5",Windows 10 Entreprise,Tanium Client,1
CMRUCT19102.sabc.cm,"fe80::d76c:bd77:6fd4:f538
10.102.2.31",Windows 10 Entreprise,Tanium Client,1
CMRLPT23242.sabc.cm,"fe80::3df6:84c7:24cf:b1a2
10.99.2.35",Windows 10 Entreprise,Tanium Client,1
CMRLPT21121.sabc.cm,"fe80::9cf9:2127:2eb2:5ff1
10.98.0.1",Windows 10 Entreprise,Tanium Client,1
CMRUCT23012.sabc.cm,"fe80::907e:46b9:8641:377a
10.97.224.194",Windows 10 Entreprise,Tanium Client,1
CMRUCT22099.sabc.cm,"fe80::217b:941e:babc:2cd4
10.102.9.96",Windows 10 Entreprise,Tanium Client,1
CMRLPT24164.sabc.cm,"::1
127.0.0.1",Windows 10 Entreprise,Tanium Client,1
CMRUCT22137.sabc.cm,"fe80::cb15:474b:541e:bea0
fe80::a4fc:cb0a:8151:5704
10.102.9.105
10.102.8.186",Windows 10 Entreprise,Tanium Client,1
CMRLPT24075.sabc.cm,"fe80::e96d:d14:31f0:a28f
10.96.0.47",Windows 10 Entreprise,Tanium Client,1
CMRLPT21028.sabc.cm,"fe80::a49e:c81b:2816:3262
10.153.24.139",Windows 10 Entreprise,Tanium Client,1
CMRUCT24111.sabc.cm,"fe80::29ac:835:c376:80fd
10.102.9.91",Windows 10 Entreprise,Tanium Client,1
CMRLPT23271.sabc.cm,"fe80::f2d0:e112:e5eb:9149
10.96.113.5",Windows 10 Entreprise,Tanium Client,1
CMRUCT21050.sabc.cm,"fe80::9372:a2fa:6332:2118
10.97.224.16",Windows 10 Entreprise,Tanium Client,1
CMRLPT22068.sabc.cm,"fe80::5e26:52f7:a1a1:6c08
10.102.8.201",Windows 10 Entreprise,Tanium Client,1
CMRLPT23119.sabc.cm,"fe80::bf67:940c:46:da96
10.97.225.88",Windows 11 Entreprise,Tanium Client,1
CMRLPT23146.sabc.cm,"fe80::7c07:cb98:d88a:616a
10.100.0.247
10.6.4.250
fe80::837d:a786:4a9a:1ac
fe80::fbfe:8af:9341:6e81
192.168.56.1",Windows 11 Entreprise,Tanium Client,1
CMRLPT21030.sabc.cm,"fe80::a5b9:49ed:dfd2:fd5e
10.99.36.8",Windows 10 Entreprise,Tanium Client,1
CMRLPT24034.sabc.cm,"fe80::540b:6cc2:45da:7a99
10.99.29.169",Windows 10 Entreprise,Tanium Client,1
CMRUCT23009.sabc.cm,"fe80::322f:1e2c:3cfe:4bec
10.97.224.198",Windows 10 Entreprise,Tanium Client,1
SABCSHAR104.sabc.cm,"::1
10.103.244.7",Windows Server 2019 Standard,Tanium Client,1
mesfiltkoum.sabc.cm,"fe80::235e:99e3:940b:aa30
fe80::c071:9fd5:4bdd:e9b6
fe80::897b:b25:2695:8498
fe80::80c:29a:27a7:a1f3
10.253.100.205
10.96.75.135
169.254.134.235
169.254.116.46",Windows Server 2019 Standard,Tanium Client,1
CMRLPT20063.sabc.cm,"fe80::2760:da51:64cb:b8d8
172.20.10.6",Windows 10 Entreprise,Tanium Client,1
CMRUCT21052.sabc.cm,"fe80::bddb:248b:8af0:eb40
10.102.2.21",Windows 10 Entreprise,Tanium Client,1
mescondyde.sabc.cm,"fe80::5c33:ec5c:f92d:7f73
fe80::451d:fdf9:f889:3ba6
10.97.7.195
10.253.120.50",Windows Server 2019 Standard,Tanium Client,1
SIACSHARG101.sabc.cm,"fe80::d47b:ef8d:3d5c:1cfe
10.102.33.11",Windows Server 2019 Standard,Tanium Client,1
CMRLPT24041.sabc.cm,"fe80::4a2e:29b8:4fca:bdb7
10.97.225.171",Windows 10 Entreprise,Tanium Client,1
SABCTSE101.sabc.cm,"::1
10.103.244.46",Windows Server 2016 Standard,Tanium Client,1
CMRUCT20001.sabc.cm,"fe80::6e39:65fa:ead2:f6ce
10.99.2.52",Windows 10 Entreprise,Tanium Client,1
CMRUCT20042.sabc.cm,"fe80::4378:d00d:bc88:fc0b
10.100.5.72",Windows 10 Entreprise,Tanium Client,1
CMRLPT20111.sabc.cm,"fe80::2591:5b67:febf:dad1
10.102.8.78",Windows 10 Entreprise,Tanium Client,1
CMRLPT23061.sabc.cm,"fe80::b1b5:68f:bead:4fda
10.96.70.42",Windows 10 Entreprise,Tanium Client,1
SABCIA101.sabc.cm,"::1
10.100.1.250",Windows Server 2019 Standard,Tanium Client,1
CMRUCT24010.sabc.cm,"fe80::891d:5d38:dfba:4cb5
10.96.60.15",Windows 10 Entreprise,Tanium Client,1
CMRUCT21102.sabc.cm,"fe80::569d:4894:c38d:d7bf
10.102.2.51",Windows 10 Entreprise,Tanium Client,1
CMRLPT22181.sabc.cm,"fe80::814f:f332:c4bd:1daf
10.102.8.112",Windows 10 Entreprise,Tanium Client,1
CMRUCT22050.sabc.cm,"fe80::9939:ea7d:6676:103e
10.102.34.51",Windows 11 Entreprise,Tanium Client,1
CMRUCT23211.sabc.cm,"fe80::81bc:ce09:10ea:ec41
10.97.224.8",Windows 10 Entreprise,Tanium Client,1
CMRUCT20011.sabc.cm,"fe80::7097:d9c9:728c:8702
10.99.2.47",Windows 10 Entreprise,Tanium Client,1
BALILIMS002.sabc.cm,"::1
10.103.244.5",Windows Server 2016 Standard,Tanium Client,1
CMRUCT19234.sabc.cm,"fe80::644:14f5:5057:7ed5
10.100.4.191",Windows 10 Entreprise,Tanium Client,1
CMRUCT21062.sabc.cm,"fe80::c9a1:9d29:149c:c0fc
10.102.34.14",Windows 11 Entreprise,Tanium Client,1
CMRUCT22014.sabc.cm,"fe80::50db:9134:4e1a:bd7a
10.98.0.16",Windows 10 Entreprise,Tanium Client,1
CMRUCT23024.sabc.cm,"fe80::c28a:922b:282b:3616
10.97.224.77",Windows 10 Entreprise,Tanium Client,1
CMRLPT22143.sabc.cm,"fe80::3ea2:f969:4338:1ff9
10.96.70.135",Windows 10 Entreprise,Tanium Client,1
CMRLPT23152.sabc.cm,"fe80::a3a4:4116:9d5:1353
10.132.25.59",Windows 10 Entreprise,Tanium Client,1
CMRUCT24040.sabc.cm,"fe80::ad1a:3af4:9947:d9a
10.98.44.5",Windows 10 Entreprise,Tanium Client,1
CMRUCT23100.sabc.cm,"fe80::cf62:da77:cf04:f665
10.99.76.10",Windows 10 Entreprise,Tanium Client,1
CMRUCT25017.sabc.cm,"fe80::c25a:e45f:ab5c:45fe
10.97.224.208",Windows 10 Entreprise,Tanium Client,1
BALILIMS001.sabc.cm,"::1
10.6.42.161
10.103.244.4",Windows Server 2016 Standard,Tanium Client,1
SABCGEDO201.sabc.cm,"fe80::ba70:4f05:c303:c857
10.100.1.50",Windows Server 2019 Standard,Tanium Client,1
CMRLPT22118.sabc.cm,"fe80::d185:9500:d315:7fbe
192.168.142.109",Windows 10 Entreprise,Tanium Client,1
CMRLPT24121.sabc.cm,"fe80::4207:d2da:9f4d:28d6
10.102.2.86",Windows 10 Entreprise,Tanium Client,1
CMRLPT22198.sabc.cm,"fe80::35e0:9ff1:c27a:6e18
10.102.8.66",Windows 10 Entreprise,Tanium Client,1
CMRLPT20054.sabc.cm,"fe80::f6e0:89c6:7b68:e6b1
10.100.0.99",Windows 10 Entreprise,Tanium Client,1
CMRUCT21119.sabc.cm,"fe80::b75d:4880:166c:ce10
10.99.76.36",Windows 10 Entreprise,Tanium Client,1
CMRLPT21101.sabc.cm,"fe80::9866:8674:dcb4:c8a8
10.100.0.110",Windows 11 Entreprise,Tanium Client,1
CMRLPT21090.sabc.cm,"fe80::28bb:83f4:a896:ff95
192.168.1.167
fd22:5f76:22dc:8400:ef9d:acb:82c7:7b4b",Windows 10 Entreprise,Tanium Client,1
CMRUCT23305.sabc.cm,"fe80::b4f1:7dd:c160:febe
10.99.0.44",Windows 10 Entreprise,Tanium Client,1
CMRLPT22079.sabc.cm,"fe80::c823:528e:a4f0:bcd5
192.168.212.203",Windows 10 Entreprise,Tanium Client,1
CMRLPT20038.sabc.cm,"fe80::2679:5c3c:18a9:2c3b
fe80::6961:e32e:afd6:6031
10.99.2.23
10.99.0.42",Windows 10 Entreprise,Tanium Client,1
CMRLPT22043.sabc.cm,"fe80::dcb4:c358:a9b4:d75d
10.97.224.66",Windows 11 Entreprise,Tanium Client,1
CMRUCT23298.sabc.cm,"fe80::e2e0:3341:ef9b:cc8d
192.168.1.193",Windows 10 Entreprise,Tanium Client,1
CMRLPT19331.sabc.cm,"fe80::5137:f49a:c17:c865
10.102.8.38",Windows 11 Entreprise,Tanium Client,1
CMRLPT23101.sabc.cm,"fe80::1a92:dd76:b83a:b01a
10.102.113.1",Windows 10 Entreprise,Tanium Client,1
mescaveskoum.sabc.cm,"fe80::7808:4093:864a:cb8f
fe80::8128:f327:da93:9454
fe80::63b6:4254:e67a:776c
fe80::2955:4671:140d:ea70
10.96.75.134
10.253.100.143
169.254.85.5
169.254.232.8",Windows Server 2019 Standard,Tanium Client,1
CMRTAB20295.sabc.cm,"fe80::9c52:88e3:c9f4:7b64
10.100.0.152",Windows 11 Professionnel,Tanium Client,1
CMRLPT21128.sabc.cm,"fe80::8cb9:e76c:69df:1bf1
10.102.2.124",Windows 10 Entreprise,Tanium Client,1
CMRLPT24168.sabc.cm,"fe80::4637:f249:f86b:12db
10.102.8.166",Windows 10 Entreprise,Tanium Client,1
CMRUCT25103.sabc.cm,"fe80::c138:d794:893:54f6
fe80::7dec:37e4:bdab:7c9c
10.97.224.199
10.97.225.6",Windows 10 Entreprise,Tanium Client,1
CMRLPT21047.sabc.cm,"fe80::f3b5:fbcd:ee5c:e4fe
10.98.0.9",Windows 10 Entreprise,Tanium Client,1
CMRUCT22077.sabc.cm,"fe80::e7db:600e:b190:cff
10.98.28.6",Windows 10 Professionnel,Tanium Client,1
CMRLPT23313.sabc.cm,"fe80::723:b70c:7f74:9070
10.98.0.50",Windows 10 Entreprise,Tanium Client,1
CMRLPT21049.sabc.cm,"fe80::2418:acd:a158:693c
10.98.2.16",Windows 10 Entreprise,Tanium Client,1
CMRLPT23108.sabc.cm,"fe80::581f:499e:5557:6890
10.100.0.27
fe80::204a:56be:54d3:311f
fe80::1b21:d664:c4af:b1cd
192.168.76.1
192.168.163.1",Windows 11 Entreprise,Tanium Client,1
CMRLPT22125.sabc.cm,"fe80::4621:454e:f782:3600
10.102.33.220",Windows 10 Entreprise,Tanium Client,1
CMRLPT24074.sabc.cm,"fe80::d31d:a61f:377c:56e5
10.98.0.33",Windows 10 Entreprise,Tanium Client,1
CMRLPT22148.sabc.cm,"fe80::2bdd:3ed0:93f3:e816
10.100.0.40",Windows 10 Entreprise,Tanium Client,1
SABCSOC101.sabc.cm,"fe80::6164:104d:8b6d:2ddf
10.100.1.231",Windows Server 2019 Standard,Tanium Client,1
CMRLPT22128.sabc.cm,"fe80::514a:639c:ed5c:7ac5
10.96.112.31",Windows 10 Professionnel,Tanium Client,1
SOCAPDDK101.sabc.cm,"fe80::d111:3913:e4dc:8ea
10.102.1.27",Windows Server 2019 Standard,Tanium Client,1
CMRLPT24166.sabc.cm,"fe80::e99f:930a:360:3366
192.168.1.170",Windows 10 Entreprise,Tanium Client,1
CMRLPT23212.sabc.cm,"fe80::780f:f241:a9c7:8885
10.102.8.151",Windows 10 Entreprise,Tanium Client,1
CMRLPT23083.sabc.cm,"fe80::be4a:b50a:ea0:8c0c
10.99.0.8",Windows 10 Entreprise,Tanium Client,1
CMRLPT22111.sabc.cm,"fe80::5a03:43e0:1507:c254
10.100.0.178",Windows 10 Entreprise,Tanium Client,1
CMRUCT23252.sabc.cm,"fe80::70a2:2de0:efba:e45d
10.99.2.15",Windows 10 Entreprise,Tanium Client,1
CMRLPT24180.sabc.cm,"fe80::f4b7:95ff:25fc:9916
10.100.0.99",Windows 10 Entreprise,Tanium Client,1
SOCASOFT101.sabc.cm,"fe80::8ef4:6462:2a9c:392
10.102.1.7",Windows Server 2019 Standard,Tanium Client,1
CMRUCT21087.sabc.cm,"fe80::4055:59d3:1b17:8e64
10.102.2.39",Windows 10 Entreprise,Tanium Client,1
CMRUCT21072.sabc.cm,"fe80::8461:d9ec:65a0:2ce4
10.97.224.79",Windows 10 Entreprise,Tanium Client,1
CMRLPT21009.sabc.cm,"fe80::1cfe:37f5:a43f:b5cc
10.98.0.27",Windows 10 Entreprise,Tanium Client,1
CMRUCT23080.sabc.cm,"fe80::e6e:4086:3fe3:b06
10.96.70.43",Windows 10 Entreprise,Tanium Client,1
CMRUCT23051.sabc.cm,"fe80::9bbf:8035:e220:7e4c
10.96.2.1",Windows 10 Entreprise,Tanium Client,1
CMRLPT21122.sabc.cm,"fe80::b7df:451a:7002:28a1
10.96.112.23",Windows 10 Entreprise,Tanium Client,1
CMRUCT24116.sabc.cm,"fe80::1ccc:9bf8:fff:7f94
10.102.9.94",Windows 10 Entreprise,Tanium Client,1
CMRLPT19212.sabc.cm,"fe80::7f20:4d9d:58c3:8d4d
192.168.100.90",Windows 10 Entreprise,Tanium Client,1
SABCSQELO201.sabc.cm,"fe80::765f:66fc:8483:1a50
10.100.1.248",Windows Server 2019 Standard,Tanium Client,1
CMRLPT24143.sabc.cm,"fe80::ad15:ace4:f2b7:e5f7
10.102.8.69",Windows 10 Entreprise,Tanium Client,1
CMRLPT21134.sabc.cm,"fe80::f1b7:e63c:4cfa:6a9d
10.99.2.100",Windows 10 Entreprise,Tanium Client,1
SABCDARE101.sabc.cm,"fe80::1a4b:8ff5:fad0:a51f
10.100.1.214",Windows Server 2019 Standard,Tanium Client,1
CMRUCT23008.sabc.cm,"fe80::7548:696a:1486:199e
10.97.224.67",Windows 10 Entreprise,Tanium Client,1
CMRLPT21012.sabc.cm,"fe80::5af5:8696:e082:4b48
10.100.4.72",Windows 10 Entreprise,Tanium Client,1
