Computer Name,IP Address,Operating System,Provider Type,Count
CMRUCT24067.sabc.cm,"fe80::9628:e3ac:bfda:c350
10.97.44.17",Windows 10 Professionnel,Tanium Client,1
YAOUSHARG101.sabc.cm,"fe80::fde0:e1f2:ef20:62a2
10.97.240.43",Windows Server 2019 Standard,Tanium Client,1
SABCOMNI101.sabc.cm,"fe80::a541:1e9f:35e8:3f6f
10.100.1.175",Windows Server 2019 Standard,Tanium Client,1
CMRUCT25179.sabc.cm,"fe80::3f52:9dea:3114:bac4
10.102.9.113",Windows 10 Entreprise,Tanium Client,1
CMRUCT25183.sabc.cm,"fe80::fa6a:b684:8633:a2b0
10.102.9.175",Windows 10 Entreprise,Tanium Client,1
CMRLPT24017.sabc.cm,"fe80::20e8:91b4:7e3b:3d54
10.97.92.24",Windows 10 Entreprise,Tanium Client,1
CMRLPT24185.sabc.cm,"fe80::3d6e:36d5:9712:32e
10.102.8.66",Windows 10 Entreprise,Tanium Client,1
CMRLPT21074.sabc.cm,"fe80::a97:173e:1766:79b5
10.102.34.1",Windows 11 Entreprise,Tanium Client,1
cmruct20125.sabc.cm,"fe80::4974:7ab4:189f:a79d
10.96.112.5",Windows 10 Entreprise,Tanium Client,1
CMRUCT23015.sabc.cm,"fe80::e297:c6fe:944:d4b7
10.97.225.37",Windows 10 Entreprise,Tanium Client,1
CMRUCT24197.sabc.cm,"fe80::a51c:41a3:3dd0:198
10.99.76.1",Windows 10 Entreprise,Tanium Client,1
CMRUCT24017.sabc.cm,"fe80::e8c3:6668:2842:dc47
10.96.2.137",Windows 10 Entreprise,Tanium Client,1
SABCCRM101.sabc.cm,"::1
10.6.42.172
10.103.244.14",Windows Server 2016 Standard,Tanium Client,1
CMRUCT25030.sabc.cm,"fe80::dbde:2e6:f310:ce30
fe80::d2a3:8d73:cdc5:1acb
10.96.112.29
10.96.113.20",Windows 10 Entreprise,Tanium Client,1
CMRLPT23014.sabc.cm,"fe80::da4e:efc0:9fc8:70d5
10.102.33.209",Windows 11 Entreprise,Tanium Client,1
CMRUCT22079.sabc.cm,"fe80::bacc:a540:eae1:7a97
10.98.2.23",Windows 10 Professionnel,Tanium Client,1
CMRLPT23092.sabc.cm,"fe80::9734:83f3:bd0b:bb5e
10.38.138.239",Windows 10 Entreprise,Tanium Client,1
CMRUCT22026.sabc.cm,"fe80::d61a:1d79:9e02:7c1a
10.96.2.58",Windows 10 Entreprise,Tanium Client,1
CMRUCT24003.sabc.cm,"fe80::9b30:4220:ec3:c6c1
10.96.70.11",Windows 10 Entreprise,Tanium Client,1
CMRUCT19005.sabc.cm,"fe80::e8c1:fa5e:da95:dd62
192.168.253.46",Windows 10 Entreprise,Tanium Client,1
SABCERP101.sabc.cm,"::1
10.100.1.43",Windows Server 2016 Standard,Tanium Client,1
BALIFICH002.sabc.cm,"::1
10.103.244.3",Windows Server 2019 Standard,Tanium Client,1
CMRUCT19140.sabc.cm,"fe80::eaa7:4480:87c9:225e
10.97.92.30",Windows 10 Entreprise,Tanium Client,1
CMRLPT20003.sabc.cm,"fe80::6785:785f:80d4:1de8
10.97.225.149",Windows 10 Entreprise,Tanium Client,1
CMRLPT23037.sabc.cm,"fe80::9400:c8ec:e83c:95de
10.102.33.226",Windows 10 Entreprise,Tanium Client,1
CMRUCT23253.sabc.cm,"fe80::1fc1:b4ec:4a29:a9c8
10.99.2.42",Windows 10 Entreprise,Tanium Client,1
SABCBI601.sabc.cm,"fe80::aa6:3d5c:4b75:e09f
10.100.1.249",Windows Server 2019 Standard,Tanium Client,1
CMRUCT25029.sabc.cm,"fe80::ecfa:18a5:351f:aabe
10.98.2.44",Windows 10 Entreprise,Tanium Client,1
CMRLPT22047.sabc.cm,"fe80::9a4e:3546:4727:e1d0
10.0.0.198",Windows 10 Entreprise,Tanium Client,1
CMRLPT24006.sabc.cm,"fe80::c262:2292:436d:dcc9
10.100.0.46",Windows 10 Entreprise,Tanium Client,1
CMRUCT23085.sabc.cm,"fe80::adfb:bd5e:c6de:9877
10.96.112.19",Windows 10 Entreprise,Tanium Client,1
CMRUCT25014.sabc.cm,"fe80::db09:34ad:e780:24e5
10.96.161.16",Windows 10 Professionnel,Tanium Client,1
CMRLPT22054.sabc.cm,"fe80::a9e4:25f7:59eb:d2a8
10.43.69.104",Windows 10 Entreprise,Tanium Client,1
CMRLPT22114.sabc.cm,"fe80::f503:8d8e:128a:4578
10.99.2.70",Windows 10 Entreprise,Tanium Client,1
CMRLPT23065.sabc.cm,"fe80::3967:4c37:e7d1:4212
10.96.0.6",Windows 11 Entreprise,Tanium Client,1
CMRUCT22120.sabc.cm,"fe80::6da4:256d:bdd:f72f
10.102.2.66",Windows 10 Entreprise,Tanium Client,1
DESKTOP-J0EH99O,"fe80::3b52:bf39:e376:ca3c
172.31.94.148",Version dՎvaluation de Windows 11 Entreprise,Tanium Client,1
CMRLPT19320.sabc.cm,"fe80::8f68:2823:990a:27ab
192.168.1.124",Windows 10 Entreprise,Tanium Client,1
CMRUCT23259.sabc.cm,"fe80::69b9:4680:b355:fe04
10.99.76.20",Windows 10 Entreprise,Tanium Client,1
CMRUCT23246.sabc.cm,"fe80::159e:3541:eeb3:c155
10.98.2.65",Windows 10 Entreprise,Tanium Client,1
CMRUCT24077.sabc.cm,"fe80::1105:10a3:9826:5c99
10.102.2.76",Windows 10 Entreprise,Tanium Client,1
GARODOMC002.sabc.cm,"fe80::9cdd:2cc7:a99c:8eec
10.99.1.4",Windows Server 2019 Standard,Tanium Client,1
CMRLPT24039.sabc.cm,"fe80::8e8c:45c0:d665:81fc
10.97.225.89",Windows 10 Entreprise,Tanium Client,1
CMRUCT21029.sabc.cm,"fe80::c5db:b912:19ad:5e7d
10.98.2.103",Windows 10 Entreprise,Tanium Client,1
CMRLPT23073.sabc.cm,"fe80::3fb6:a0a3:8778:62b0
192.168.1.103",Windows 10 Entreprise,Tanium Client,1
CMRLPT24115.sabc.cm,"fe80::40c5:3a3c:751c:7f25
fe80::4325:171c:4a88:5612
169.254.233.64
10.102.8.19",Windows 10 Entreprise,Tanium Client,1
CMRLPT23319.sabc.cm,"fe80::710:4d06:e25:222
10.96.0.55",Windows 11 Entreprise,Tanium Client,1
CMRLPT23274.sabc.cm,"fe80::97e3:f4b9:2b48:1576
10.99.0.6",Windows 10 Entreprise,Tanium Client,1
CMRLPT23001.sabc.cm,"fe80::b642:df13:7a50:75bd
10.102.33.224",Windows 10 Entreprise,Tanium Client,1
CMRUCT20146.sabc.cm,"fe80::a15e:e777:6b73:e4a6
10.97.88.24",Windows 11 Entreprise,Tanium Client,1
CMRUCT23256.sabc.cm,"fe80::d0a2:d0bb:1bfd:880c
10.99.76.11",Windows 10 Entreprise,Tanium Client,1
CMRTAB20341.sabc.cm,"fe80::4118:b640:ea83:c0eb
10.222.233.70",Windows 11 Professionnel,Tanium Client,1
CMRLPT23190.sabc.cm,"fe80::5035:fca7:b1cc:f3cb
10.102.8.33",Windows 10 Entreprise,Tanium Client,1
CMRLPT23008.sabc.cm,"fe80::6c1b:e953:69cf:fa7c
192.168.38.241",Windows 11 Entreprise,Tanium Client,1
CMRUCT20123.sabc.cm,"fe80::c3bf:d5e6:b4b5:7d5
10.96.70.133",Windows 10 Entreprise,Tanium Client,1
CMRLPT22187.sabc.cm,"fe80::11d0:9b00:6637:cb26
10.102.8.155",Windows 10 Entreprise,Tanium Client,1
CMRLP19216.sabc.cm,"fe80::67b4:9cf8:18be:f811
10.71.28.85",Windows 10 Entreprise,Tanium Client,1
CMRLPT23320.sabc.cm,"fe80::ce7a:9e1c:5c62:4cce
10.96.75.36",Windows 10 Entreprise,Tanium Client,1
OLEMMOS101.sabc.cm,"fe80::b2e8:71cc:c69a:3322
10.97.93.131",Windows Server 2019 Standard,Tanium Client,1
OLEMDOMC001.sabc.cm,"fe80::997f:54d5:8fd5:2116
10.97.93.130",Windows Server 2019 Standard,Tanium Client,1
INFWINJMP01.sabc.cm,"::1
10.103.246.122",Windows Server 2019 Standard,Tanium Client,1
CMRUCT22092.sabc.cm,"fe80::5c62:14a6:c0d2:d1fe
10.96.2.181",Windows 10 Entreprise,Tanium Client,1
CMRLPT20040.sabc.cm,"fe80::25aa:3517:5539:1b6e
10.97.60.15",Windows 10 Entreprise,Tanium Client,1
CMRLPT23149.sabc.cm,"fe80::1b7f:e608:8641:72da
10.149.196.147",Windows 10 Entreprise,Tanium Client,1
CMRUCT20120.sabc.cm,"fe80::5a9d:b10c:d6e3:1c18
10.96.112.4",Windows 10 Entreprise,Tanium Client,1
CMRUCT23145.sabc.cm,"fe80::807c:c7cb:3eb8:ff0
10.102.34.16",Windows 10 Entreprise,Tanium Client,1
CMRLPT21038.sabc.cm,"fe80::19ec:8acd:c448:5c01
10.100.0.163",Windows 10 Entreprise,Tanium Client,1
CMRUCT22156.sabc.cm,"fe80::adb5:2f1:4e2c:cf3e
10.102.9.200",Windows 10 Entreprise,Tanium Client,1
CMRLPT22074.sabc.cm,"fe80::acbc:83a6:65ba:b9c
10.102.8.29",Windows 10 Entreprise,Tanium Client,1
CMRLPT20026.sabc.cm,"fe80::28c1:4d4:5d7a:33ba
10.96.161.14",Windows 10 Entreprise,Tanium Client,1
CMRUCT23007.sabc.cm,"fe80::ea08:f2b4:a467:eb3e
10.97.224.41",Windows 10 Entreprise,Tanium Client,1
LDSDATABASE.sabc.cm,"fe80::76a3:d1a2:877a:7c72
fe80::2996:121b:c294:f185
10.98.7.174
10.220.175.116",Windows Server 2019 Standard,Tanium Client,1
CMRLPT21048.sabc.cm,"fe80::c355:e752:9ca3:cd2f
10.98.69.165",Windows 10 Entreprise,Tanium Client,1
CMRUCT20170.sabc.cm,"fe80::d779:66b0:b5fb:8ffe
10.102.9.130",Windows 10 Entreprise,Tanium Client,1
CMRUCT23107.sabc.cm,"fe80::1c58:7d4c:3343:b0d
10.99.2.51",Windows 10 Entreprise,Tanium Client,1
CMRUCT24070.sabc.cm,"fe80::eba3:30f2:a1a4:ad62
10.97.224.102",Windows 11 Entreprise,Tanium Client,1
CMRLPT24184.sabc.cm,"fe80::d4bd:a880:7dfe:611b
10.100.0.108",Windows 10 Professionnel,Tanium Client,1
CMRUCT22054.sabc.cm,"fe80::e007:439e:2b1c:96b0
10.100.5.132",Windows 10 Professionnel,Tanium Client,1
CMRLPT23178.sabc.cm,"fe80::be12:f828:23de:af10
10.157.250.117
10.237.29.53
fe80::d565:861e:4b54:20f1",Windows 10 Entreprise,Tanium Client,1
CMRLPT19237.sabc.cm,"fe80::8bec:c206:6f4e:40bc
10.102.8.170",Windows 10 Entreprise,Tanium Client,1
CMRUCT24051.sabc.cm,"fe80::a69b:1c8a:60de:bf0d
10.97.225.44",Windows 10 Entreprise,Tanium Client,1
CMRUCT21036.sabc.cm,"fe80::6877:146e:7cee:c71e
10.99.36.4",Windows 10 Entreprise,Tanium Client,1
CMRUCT20091.sabc.cm,"fe80::c58f:b77f:49c9:c355
10.98.2.84",Windows 10 Entreprise,Tanium Client,1
CMRLPT24053.sabc.cm,"fe80::5ae7:403b:b415:ed94
10.99.0.45",Windows 10 Entreprise,Tanium Client,1
CMRUCT20121.sabc.cm,"fe80::5b2:8b0e:1ee6:f6f
10.96.70.113",Windows 10 Entreprise,Tanium Client,1
CMRLPT24105.sabc.cm,"fe80::7e57:6b74:6064:892
10.97.225.24",Windows 10 Entreprise,Tanium Client,1
CMRLPT19171.sabc.cm,"fe80::1078:3b7:a8a1:a64e
10.97.225.3",Windows 10 Entreprise,Tanium Client,1
CMRUCT23302.sabc.cm,"fe80::c7d6:a0f2:1c15:39a8
10.97.28.2",Windows 10 Entreprise,Tanium Client,1
CMRUCT22031.sabc.cm,"fe80::e774:fba5:bb3:45c0
10.97.224.63",Windows 10 Entreprise,Tanium Client,1
SABCGED103.sabc.cm,"::1
10.6.42.188
10.103.244.28",Windows Server 2016 Standard,Tanium Client,1
CMRLPT24011.sabc.cm,"fe80::c8c5:4dd2:3b7d:be5a
192.168.43.244",Windows 11 Entreprise,Tanium Client,1
CMRUCT20151.sabc.cm,"fe80::8884:cd79:bc77:48f8
10.102.9.177",Windows 10 Entreprise,Tanium Client,1
CMRLPT23301.sabc.cm,"fe80::6484:d6b4:cfb3:9c5c
10.99.36.9",Windows 11 Entreprise,Tanium Client,1
CMRUCT23310.sabc.cm,"fe80::8612:4122:480d:9b4c
10.99.2.65",Windows 10 Entreprise,Tanium Client,1
CMRLPT25011.sabc.cm,"fe80::4ea:24d7:621b:437e
10.100.0.41",Windows 10 Entreprise,Tanium Client,1
CMRUCT22028.sabc.cm,"fe80::e98f:b24f:cb7f:5c7e
10.96.2.69",Windows 10 Entreprise,Tanium Client,1
CMRLPT22126.sabc.cm,"fe80::8a7b:b22a:2342:a5a7
10.98.2.72",Windows 10 Entreprise,Tanium Client,1
CMRUCT22112.sabc.cm,"fe80::bd0a:7ab1:1477:afe9
10.102.34.36",Windows 10 Entreprise,Tanium Client,1
CMRLPT19253.sabc.cm,"fe80::3543:8587:7db:ea3f
10.102.8.156",Windows 10 Entreprise,Tanium Client,1
SABCAMPLI101.sabc.cm,"fe80::40b1:bd19:61bb:333f
10.100.1.105",Windows Server 2016 Standard,Tanium Client,1
CMRLPT23164.sabc.cm,"fe80::721a:49a9:326:aea3
10.109.119.150
10.97.53.164
fe80::7822:840b:af05:2329",Windows 10 Entreprise,Tanium Client,1
CMRLPT22069.sabc.cm,"fe80::6a0:2274:fdcf:2d65
10.102.8.92",Windows 10 Entreprise,Tanium Client,1
CMRLPT23208.sabc.cm,"fe80::af29:415:f935:6d6d
10.102.8.32",Windows 10 Entreprise,Tanium Client,1
CMRLPT20025.sabc.cm,"fe80::8bf0:caf4:8617:c2d7
10.97.225.40",Windows 10 Professionnel,Tanium Client,1
CMRLPT20046.sabc.cm,"fe80::f7a0:d637:3e26:cd53
10.98.0.31",Windows 10 Entreprise,Tanium Client,1
CMRLPT21114.sabc.cm,"fe80::545a:7d05:2f99:f9b3
10.96.75.82",Windows 10 Entreprise,Tanium Client,1
CMRLPT22108.sabc.cm,"fe80::7f28:8608:619d:78b8
192.168.1.117",Windows 10 Entreprise,Tanium Client,1
CMRLPT22024.sabc.cm,"fe80::2b37:9c44:b1e8:983a
10.100.0.153",Windows 10 Entreprise,Tanium Client,1
CMRUCT22107.sabc.cm,"fe80::4fb8:85c8:1d45:afb9
10.102.1.197",Windows 10 Entreprise,Tanium Client,1
pontbbrasskoum.sabc.cm,"fe80::9e2f:1c27:3623:654d
fe80::8f2e:27f1:974a:3d0a
10.96.75.141
10.253.100.251",Windows Server 2019 Standard,Tanium Client,1
CMRLPT22070.sabc.cm,"fe80::9796:4cf4:222a:63e1
10.102.8.159",Windows 10 Entreprise,Tanium Client,1
CMRLPT23148.sabc.cm,"fe80::8565:3de0:6583:6c9c
10.100.0.193",Windows 11 Entreprise,Tanium Client,1
CMRUCT20099.sabc.cm,"fe80::743c:b284:171b:79f3
10.102.2.33",Windows 10 Entreprise,Tanium Client,1
CMRLPT24098.sabc.cm,"fe80::14f2:5ffb:f48a:6a26
10.99.77.165",Windows 10 Entreprise,Tanium Client,1
CMRUCT23159.sabc.cm,"fe80::5260:f6f7:7b12:4857
10.96.161.8",Windows 10 Entreprise,Tanium Client,1
VEEAMBACKUP.sabc.cm,"fe80::8ce0:9985:a3cc:dfb3
10.100.1.169",Windows Server 2019 Standard,Tanium Client,1
CMRTAB20283.sabc.cm,"fe80::bfb6:ee2a:525c:31af
10.154.162.197",Windows 11 Professionnel,Tanium Client,1
CMRLPT21165.sabc.cm,"fe80::aad0:2125:6cee:228f
10.97.224.159",Windows 10 Entreprise,Tanium Client,1
CMRLPT25020.sabc.cm,"fe80::cd34:5072:3517:4870
10.100.0.154",Windows 11 Entreprise,Tanium Client,1
CMRLPT21021.sabc.cm,"fe80::650e:abf4:72d9:71d4
10.96.75.38",Windows 10 Entreprise,Tanium Client,1
CMRLPT21086.sabc.cm,"fe80::ac58:9235:d72d:3d75
10.100.0.143",Windows 11 Entreprise,Tanium Client,1
CMRLPT20070.sabc.cm,"fe80::1dee:c7b0:5f84:427c
10.97.225.146",Windows 10 Entreprise,Tanium Client,1
CMRLPT21031.sabc.cm,"fe80::6d8:da83:c45d:cfb6
10.100.0.167",Windows 10 Entreprise,Tanium Client,1
CMRLPT21013.sabc.cm,"fe80::e6f0:e3a:8c99:d0aa
10.1.4.182",Windows 10 Entreprise,Tanium Client,1
CMRLPT21118.sabc.cm,"fe80::f31:7bf4:deb1:2d44
10.96.75.10",Windows 10 Entreprise,Tanium Client,1
CMRLPT22121.sabc.cm,"fe80::715c:fbdf:e828:7ec0
10.96.75.94",Windows 10 Entreprise,Tanium Client,1
CMRUCT24091.sabc.cm,"fe80::7337:c249:738b:e63a
10.102.34.40",Windows 10 Entreprise,Tanium Client,1
CMRTAB20336.sabc.cm,"fe80::b2a4:1d6c:8a99:1fbb
10.97.225.83",Windows 10 Entreprise,Tanium Client,1
cmruct23052.sabc.cm,"fe80::473f:5084:dd05:3f1c
10.101.2.2",Windows 10 Entreprise,Tanium Client,1
CMRUCT22069.sabc.cm,"fe80::cb32:49ec:457a:98e7
10.97.224.23",Windows 10 Entreprise,Tanium Client,1
CMRUCT23223.sabc.cm,"fe80::d12c:6a40:13f8:b990
10.96.2.128",Windows 10 Entreprise,Tanium Client,1
CMRUCT21020.sabc.cm,"fe80::945:84d6:4800:8881
10.100.5.69",Windows 10 Entreprise,Tanium Client,1
CMRLPT25018.sabc.cm,"fe80::8a76:4457:1014:73c6
10.102.113.11",Windows 10 Entreprise,Tanium Client,1
SABCKPI103.sabc.cm,"fe80::3c4b:782f:fc83:5cf9
fe80::f236:5bc2:d5f1:74f7
10.100.1.161
172.19.112.1",Windows Server 2019 Standard,Tanium Client,1
CMRUCT20027.sabc.cm,"fe80::4f29:bf0a:ded0:31e9
10.99.2.14",Windows 10 Entreprise,Tanium Client,1
CMRUCT23242.sabc.cm,"fe80::521b:a496:72a:c2a3
10.98.2.57",Windows 10 Entreprise,Tanium Client,1
CMRLPT24144.sabc.cm,"fe80::2547:1c26:b62a:e0d8
10.102.8.55",Windows 10 Entreprise,Tanium Client,1
CMRUCT24130.sabc.cm,"fe80::8672:e082:cd69:c807
10.96.171.157",Windows 10 Entreprise,Tanium Client,1
CMRUCT24098.sabc.cm,"fe80::dc39:e193:2679:9361
10.102.34.53",Windows 10 Entreprise,Tanium Client,1
CMRLPT24028.sabc.cm,"fe80::8a92:5bc3:10fc:6f90
10.97.225.92",Windows 10 Entreprise,Tanium Client,1
NDOKMOS101.sabc.cm,"fe80::57c9:7633:a54c:92dc
10.96.1.3",Windows Server 2019 Standard,Tanium Client,1
CMRLPT20042.sabc.cm,"fe80::6a3f:ff77:f763:e602
10.97.225.47",Windows 10 Entreprise,Tanium Client,1
CMRLPT24040.sabc.cm,"fe80::b393:bb3e:fc5b:29fd
10.100.0.59",Windows 10 Entreprise,Tanium Client,1
CMRLPT20035.sabc.cm,"fe80::ea42:43e1:b971:1214
10.97.29.162",Windows 10 Entreprise,Tanium Client,1
CMRLPT21010.sabc.cm,"fe80::d8a:681f:82f6:131f
192.168.1.162
fdf0:5501:268b:ce00:e4d0:72f:5596:8325",Windows 10 Entreprise,Tanium Client,1
CMRLPT22087.sabc.cm,"fe80::2537:9ac0:a04:feae
10.102.33.216",Windows 10 Entreprise,Tanium Client,1
CMRUCT21043.sabc.cm,"fe80::4f4a:cf7f:d26e:6a2c
10.101.2.61",Windows 11 Entreprise,Tanium Client,1
messgxkouma,"fe80::16d1:53b1:7817:9603
fe80::461:ab35:f79d:d0d2
10.96.75.133
10.253.100.253",Windows Server 2019 Standard,Tanium Client,1
CMRUCT24137.sabc.cm,"fe80::42b6:cc08:6c0a:b617
10.96.161.43",Windows 10 Entreprise,Tanium Client,1
CMRUCT23320.sabc.cm,"fe80::f8b3:93a5:f44d:91f6
10.96.7.160",Windows 10 Entreprise,Tanium Client,1
CMRLPT23024.sabc.cm,"fe80::73e9:dee6:76f7:689
10.100.0.208",Windows 10 Entreprise,Tanium Client,1
CMRUCT24046.sabc.cm,"fe80::ff61:dce6:b5f3:83a7
10.97.224.65",Windows 10 Entreprise,Tanium Client,1
mescavesgarou.sabc.cm,"fe80::1435:a4ed:35a2:8f66
fe80::3850:31b5:d38b:6abf
fe80::ed70:2633:6b1d:6502
fe80::e1b8:46e0:48c4:7da7
10.253.140.211
169.254.143.102
169.254.125.167
10.99.7.134",Windows Server 2019 Standard,Tanium Client,1
CMRUCT25018.sabc.cm,"fe80::d20:7773:5dc6:45a7
10.97.36.10",Windows 10 Entreprise,Tanium Client,1
CMRLPT24026.sabc.cm,"fe80::5e06:af8:5dc:b871
fe80::48c4:5384:fcd5:b0c5
169.254.240.127
10.97.225.82",Windows 10 Entreprise,Tanium Client,1
CMRUCT22098.sabc.cm,"fe80::e34:7c92:c60d:89d9
10.102.8.81",Windows 10 Entreprise,Tanium Client,1
CMRUCT24156.sabc.cm,"fe80::1c6e:d3fa:cb85:27a
10.97.224.185",Windows 10 Entreprise,Tanium Client,1
messgxndok.sabc.cm,"fe80::9ec0:6365:8605:f62d
fe80::fab0:823d:bc9:a657
10.96.7.148
10.253.110.224",Windows Server 2019 Standard,Tanium Client,1
SOUADOMC001.sabc.cm,"fe80::c2ff:5b5c:ef38:cd77
10.99.77.130",Windows Server 2019 Standard,Tanium Client,1
CMRLPT23264.sabc.cm,"fe80::726:3cb7:48f8:5776
10.100.0.203",Windows 10 Entreprise,Tanium Client,1
CMRLPT25033.sabc.cm,"fe80::62f5:9807:5d14:a36b
10.97.225.77",Windows 10 Entreprise,Tanium Client,1
CMRLPT25022.sabc.cm,"fe80::5532:23e0:f6b6:22bf
192.168.0.171",Windows 10 Entreprise,Tanium Client,1
CMRUCT23102.sabc.cm,"fe80::e3d:b01:163e:81d
10.99.2.20",Windows 10 Entreprise,Tanium Client,1
CMRLPT22044.sabc.cm,"fe80::8fa7:e220:db88:acc
10.96.2.25",Windows 10 Entreprise,Tanium Client,1
LDSDATAL16.sabc.cm,"fe80::158a:d203:2d25:e04e
fe80::753b:a8f5:be48:fa50
fe80::9537:ebb7:72e7:47ba
10.242.177.10
10.96.7.182
10.253.110.22",Windows Server 2019 Standard,Tanium Client,1
CMRLPT23174.sabc.cm,"fe80::aa5a:f965:221b:e42b
10.218.153.233
10.96.80.1
fe80::e12d:f000:cfeb:e644",Windows 10 Entreprise,Tanium Client,1
CMRLPT24013.sabc.cm,"fe80::f729:3b22:1704:7534
10.97.225.25",Windows 10 Entreprise,Tanium Client,1
CMRUCT24144.sabc.cm,"fe80::6c96:5752:6604:5da9
10.96.161.1",Windows 10 Entreprise,Tanium Client,1
CMRUCT20024.sabc.cm,"fe80::e3a4:5a69:93cb:7a71
10.99.2.33",Windows 10 Entreprise,Tanium Client,1
CMRUCT22027.sabc.cm,"fe80::7062:f91e:feb3:5056
10.96.2.101",Windows 10 Entreprise,Tanium Client,1
CMRUCT24143.sabc.cm,"fe80::ee6a:7613:ebfe:1ec6
10.96.161.40",Windows 10 Entreprise,Tanium Client,1
CMRUCT23218.sabc.cm,"fe80::ca7b:28f3:f4e:ffaa
fe80::4759:5539:3c1:5b54
192.168.100.2
192.168.43.51",Windows 10 Entreprise,Tanium Client,1
CMRLPT21082.sabc.cm,"fe80::3a0a:e736:237f:1115
10.100.0.49",Windows 10 Entreprise,Tanium Client,1
CMRLPT22169.sabc.cm,"fe80::650b:9729:c4ae:57d3
10.102.33.236",Windows 10 Entreprise,Tanium Client,1
CMRUCT20164.sabc.cm,"fe80::be75:19f1:7f60:2cb6
fe80::16fc:64f7:4cb8:b6ef
10.102.9.121
10.102.9.148",Windows 10 Entreprise,Tanium Client,1
CMRLPT21158.sabc.cm,"fe80::8a22:3c1e:58cb:f12f
10.97.225.160",Windows 10 Entreprise,Tanium Client,1
CMRUCT19072.sabc.cm,"fe80::32f8:c7ed:a1b3:71c2
10.102.2.54",Windows 10 Entreprise,Tanium Client,1
CMRUCT21118.sabc.cm,"fe80::2754:31dc:d655:b4ca
10.99.76.9",Windows 10 Entreprise,Tanium Client,1
CMRLPT19368.sabc.cm,"fe80::553a:1a31:1b9e:489a
10.102.8.48",Windows 10 Entreprise,Tanium Client,1
CMRUCT23250.sabc.cm,"fe80::b569:ccc:68ec:67eb
10.98.2.70",Windows 10 Entreprise,Tanium Client,1
CMRUCT20098.sabc.cm,"fe80::ba00:6bf9:32f2:a84f
10.98.2.3",Windows 10 Entreprise,Tanium Client,1
BALITATT001.sabc.cm,"fe80::ade:a425:f443:c717
10.100.1.216",Windows Server 2019 Standard,Tanium Client,1
CMRUCT21002.sabc.cm,"fe80::172d:b3f7:a449:b276
10.100.5.111",Windows 10 Entreprise,Tanium Client,1
CMRUCT24079.sabc.cm,"fe80::87cd:a36a:c346:3cc1
10.102.2.29",Windows 10 Entreprise,Tanium Client,1
CMRLPT22052.sabc.cm,"fe80::9c86:9803:89f8:27a9
172.20.10.4",Windows 10 Entreprise,Tanium Client,1
SEMCUPCUT101.sabc.cm,"fe80::7159:f43e:263a:4396
10.102.122.3",Windows Server 2019 Standard,Tanium Client,1
CMRUCT23153.sabc.cm,"fe80::5df5:48cf:13b2:8407
10.100.4.192",Windows 10 Entreprise,Tanium Client,1
CMRLPT19228.sabc.cm,"fe80::eb9b:c435:eef9:4c96
192.168.100.7",Windows 10 Entreprise,Tanium Client,1
CMRUCT21012.sabc.cm,"fe80::60ec:19f1:d280:9adf
10.102.34.2",Windows 10 Entreprise,Tanium Client,1
CMRLPT21076.sabc.cm,"fe80::8c6a:dc59:32:4a94
10.100.0.37",Windows 10 Entreprise,Tanium Client,1
CMRLPT24171.sabc.cm,"fe80::a0ab:5b99:aee6:b249
10.100.0.7",Windows 10 Entreprise,Tanium Client,1
CMRUCT21092.sabc.cm,"fe80::8c87:40ac:1f4f:9384
10.102.2.17",Windows 10 Entreprise,Tanium Client,1
CMRUCT22134.sabc.cm,"fe80::542:7a2e:b100:3f49
10.102.9.25",Windows 10 Entreprise,Tanium Client,1
LDS-DATA.sabc.cm,"fe80::490b:1b7f:fa83:57fd
fe80::2c3e:1e6c:76b3:acfc
fe80::115f:672f:17e6:6ff2
10.98.7.177
10.220.175.114
10.253.130.113",Windows Server 2019 Standard,Tanium Client,1
CMRUCT20084.sabc.cm,"fe80::76bf:b040:8d09:f0a
10.98.36.4",Windows 10 Entreprise,Tanium Client,1
CMRUCT23128.sabc.cm,"fe80::efce:b7a5:c145:7059
10.98.60.16",Windows 10 Entreprise,Tanium Client,1
CMRUCT22166.sabc.cm,"fe80::e27b:5e3e:af1:38d5
10.102.9.142",Windows 10 Entreprise,Tanium Client,1
CMRLPT20068.sabc.cm,"fe80::24ce:5b0b:1fff:aeed
10.96.75.25",Windows 10 Entreprise,Tanium Client,1
CMRUCT25117.sabc.cm,"fe80::c8bd:2533:1ad2:a412
10.102.2.75",Windows 10 Entreprise,Tanium Client,1
SABCISO102.sabc.cm,"fe80::aae1:462a:5a9e:2df
10.103.244.31",Windows Server 2019 Standard,Tanium Client,1
CMRLPT20010.sabc.cm,"fe80::3573:acab:9bfb:fdc
10.96.75.32",Windows 10 Entreprise,Tanium Client,1
CMRLPT22010.sabc.cm,"fe80::154a:4a8d:58bf:d318
10.100.0.32",Windows 10 Entreprise,Tanium Client,1
CMRLPT24072.sabc.cm,"fe80::4786:f88:eb17:8a91
10.100.0.142",Windows 10 Entreprise,Tanium Client,1
CMRUCT21107.sabc.cm,"fe80::fe6e:8276:fbdd:786f
fe80::4b54:c7e5:7243:9b99
10.102.2.114
10.102.8.199",Windows 10 Entreprise,Tanium Client,1
